word, value
Book, true
Template, true
Version, true
This, true
template, true
been, true
downloaded, true
from, true
Original, true
author, true
Luis, true
Cobo, true
with, true
extensive, true
modifications, true
License, true
cspell, true
locale, true
words, true
Grimms, true
Gothel, true
DOCUMENT, true
CONFIGURATIONS, true
INFORMATION, true
Font, true
size, true
Include, true
file, true
that, true
specifies, true
document, true
structure, true
layout, true
Fairy, true
Tales, true
title, true
Author, true
edition, true
TITLE, true
PAGE, true
Suppress, true
page, true
numbering, true
background, true
image, true
first, true
argument, true
scaling, true
adjust, true
this, true
necessary, true
fits, true
entire, true
rectangle, true
rounded, true
corners, true
fill, true
white, true
opacity, true
anchor, true
south, true
west, true
minimum, true
width, true
height, true
White, true
adjusts, true
position, true
north, true
Text, true
wrapping, true
xshift, true
yshift, true
relative, true
Make, true
sure, true
following, true
content, true
TABLE, true
CONTENTS, true
Prints, true
table, true
contents, true
INTRODUCTION, true
SECTION, true
Introduction, true
Prologue, true
chapter, true
suppressed, true
finer, true
quotations, true
John, true
Smith, true
great, true
place, true
write, true
introduction, true
prologue, true
even, true
footnote, true
seem, true
smarter, true
BOOK, true
PART, true
CHAPTER, true
Little, true
Riding, true
Hood, true
Once, true
upon, true
time, true
there, true
dear, true
little, true
girl, true
loved, true
everyone, true
looked, true
most, true
grandmother, true
nothing, true
would, true
have, true
given, true
child, true
gave, true
velvet, true
which, true
suited, true
well, true
never, true
wear, true
anything, true
else, true
always, true
called, true
mother, true
said, true
Come, true
here, true
piece, true
cake, true
bottle, true
wine, true
take, true
them, true
your, true
weak, true
they, true
will, true
good, true
before, true
gets, true
when, true
going, true
walk, true
nicely, true
quietly, true
path, true
fall, true
break, true
then, true
into, true
room, true
don't, true
forget, true
Good, true
morning, true
peep, true
every, true
corner, true
care, true
hand, true
lived, true
wood, true
half, true
league, true
village, true
just, true
entered, true
wolf, true
know, true
what, true
wicked, true
creature, true
afraid, true
Thank, true
kindly, true
Whither, true
away, true
early, true
grandmother's, true
What, true
apron, true
Cake, true
yesterday, true
baking, true
poor, true
sick, true
something, true
make, true
stronger, true
Where, true
does, true
live, true
quarter, true
farther, true
house, true
stands, true
under, true
three, true
large, true
trees, true
below, true
surely, true
must, true
replied, true
thought, true
himself, true
tender, true
young, true
nice, true
plump, true
mouthful, true
better, true
than, true
woman, true
craftily, true
catch, true
both, true
walked, true
short, true
side, true
pretty, true
flowers, true
about, true
look, true
round, true
believe, true
hear, true
sweetly, true
birds, true
singing, true
gravely, true
along, true
were, true
school, true
while, true
everything, true
merry, true
raised, true
eyes, true
sunbeams, true
dancing, true
through, true
growing, true
everywhere, true
Suppose, true
fresh, true
nosegay, true
please, true
shall, true
still, true
whenever, true
picked, true
fancied, true
prettier, true
after, true
deeper, true
Meanwhile, true
straight, true
knocked, true
door, true
bringing, true
open, true
Lift, true
latch, true
cannot, true
lifted, true
sprang, true
without, true
saying, true
word, true
went, true
devoured, true
Then, true
clothes, true
dressed, true
laid, true
drew, true
curtains, true
however, true
running, true
picking, true
gathered, true
many, true
could, true
carry, true
more, true
remembered, true
surprised, true
find, true
cottage, true
standing, true
such, true
strange, true
feeling, true
herself, true
uneasy, true
feel, true
today, true
other, true
times, true
like, true
being, true
much, true
received, true
answer, true
back, true
There, true
pulled, true
over, true
face, true
looking, true
very, true
ears, true
reply, true
hands, true
terrible, true
mouth, true
scarcely, true
bound, true
swallowed, true
When, true
appeased, true
appetite, true
down, true
again, true
fell, true
asleep, true
began, true
snore, true
loud, true
huntsman, true
passing, true
snoring, true
wants, true
came, true
lying, true
sinner, true
long, true
sought, true
fire, true
occurred, true
might, true
saved, true
took, true
pair, true
scissors, true
stomach, true
sleeping, true
made, true
snips, true
shining, true
crying, true
frightened, true
dark, true
inside, true
aged, true
alive, true
also, true
able, true
breathe, true
quickly, true
fetched, true
stones, true
filled, true
wolf's, true
belly, true
awoke, true
wanted, true
heavy, true
collapsed, true
once, true
dead, true
delighted, true
skin, true
home, true
drank, true
brought, true
revived, true
myself, true
leave, true
forbidden, true
related, true
taking, true
cakes, true
another, true
spoke, true
tried, true
entice, true
guard, true
forward, true
told, true
public, true
road, true
certain, true
eaten, true
Well, true
shut, true
come, true
Soon, true
afterwards, true
cried, true
Open, true
some, true
speak, true
grey, true
beard, true
stole, true
twice, true
thrice, true
last, true
jumped, true
roof, true
intending, true
wait, true
until, true
evening, true
steal, true
devour, true
darkness, true
thoughts, true
front, true
stone, true
trough, true
Take, true
pail, true
sausages, true
water, true
boiled, true
carried, true
quite, true
full, true
smell, true
reached, true
sniffed, true
peeped, true
stretched, true
neck, true
longer, true
keep, true
footing, true
slip, true
slipped, true
drowned, true
joyously, true
ever, true
harm, true
Hansel, true
Gretel, true
Hard, true
forest, true
dwelt, true
cutter, true
wife, true
children, true
bite, true
dearth, true
land, true
procure, true
daily, true
bread, true
night, true
tossed, true
anxiety, true
groaned, true
become, true
feed, true
ourselves, true
I'll, true
tell, true
husband, true
answered, true
tomorrow, true
where, true
thickest, true
light, true
give, true
each, true
work, true
alone, true
They, true
bear, true
wild, true
animals, true
soon, true
tear, true
pieces, true
fool, true
four, true
hunger, true
plane, true
planks, true
coffins, true
left, true
peace, true
consented, true
sorry, true
same, true
sleep, true
heard, true
their, true
stepmother, true
father, true
wept, true
bitter, true
tears, true
quiet, true
distress, true
yourself, true
help, true
folks, true
fallen, true
coat, true
opened, true
crept, true
outside, true
moon, true
shone, true
brightly, true
pebbles, true
glittered, true
real, true
silver, true
pennies, true
stooped, true
stuffed, true
pocket, true
comforted, true
sister, true
forsake, true
dawned, true
risen, true
sluggards, true
fetch, true
dinner, true
together, true
stood, true
staying, true
behind, true
attention, true
legs, true
sitting, true
goodbye, true
Fool, true
chimneys, true
constantly, true
throwing, true
pebble, true
middle, true
pile, true
cold, true
brushwood, true
high, true
hill, true
lighted, true
flames, true
burning, true
yourselves, true
rest, true
done, true
noon, true
strokes, true
believed, true
near, true
branch, true
fastened, true
withered, true
tree, true
wind, true
blowing, true
backwards, true
forwards, true
closed, true
fatigue, true
fast, true
already, true
Just, true
followed, true
newly, true
coined, true
showed, true
whole, true
father's, true
naughty, true
slept, true
coming, true
rejoiced, true
heart, true
throughout, true
Everything, true
loaf, true
means, true
saving, true
man's, true
share, true
listen, true
scolded, true
reproached, true
says, true
likewise, true
yielded, true
second, true
awake, true
conversation, true
pick, true
locked, true
Nevertheless, true
Early, true
beds, true
Their, true
smaller, true
crumbled, true
often, true
threw, true
morsel, true
ground, true
stop, true
pigeon, true
chimney, true
crumbs, true
lives, true
tired, true
shared, true
scattered, true
passed, true
rises, true
strewn, true
show, true
found, true
thousands, true
woods, true
fields, true
next, true
till, true
hungry, true
berries, true
grew, true
weary, true
beneath, true
mornings, true
since, true
weariness, true
beautiful, true
snow, true
bird, true
bough, true
sang, true
delightfully, true
listened, true
song, true
spread, true
wings, true
flew, true
alighted, true
approached, true
built, true
covered, true
windows, true
clear, true
sugar, true
meal, true
window, true
taste, true
sweet, true
above, true
broke, true
tasted, true
leant, true
against, true
nibbled, true
panes, true
soft, true
voice, true
parlour, true
Nibble, true
nibble, true
gnaw, true
nibbling, true
heaven, true
born, true
eating, true
disturbing, true
themselves, true
liked, true
tore, true
pushed, true
pane, true
enjoyed, true
Suddenly, true
hills, true
supported, true
crutches, true
creeping, true
terribly, true
nodded, true
head, true
stay, true
happen, true
food, true
milk, true
pancakes, true
apples, true
nuts, true
Afterwards, true
clean, true
linen, true
only, true
pretended, true
kind, true
reality, true
witch, true
order, true
power, true
killed, true
cooked, true
feast, true
Witches, true
keen, true
scent, true
beasts, true
aware, true
human, true
beings, true
draw, true
neighborhood, true
laughed, true
malice, true
mockingly, true
escape, true
rosy, true
cheeks, true
muttered, true
That, true
dainty, true
seized, true
shrivelled, true
stable, true
grated, true
Scream, true
shook, true
lazy, true
thing, true
cook, true
brother, true
weep, true
bitterly, true
vain, true
forced, true
commanded, true
best, true
crab, true
shells, true
Every, true
stretch, true
finger, true
bone, true
Hansel's, true
astonished, true
fattening, true
weeks, true
gone, true
remained, true
thin, true
impatience, true
stir, true
bring, true
lean, true
kill, true
lament, true
flow, true
Dear, true
should, true
rate, true
died, true
noise, true
won't, true
hang, true
cauldron, true
bake, true
heated, true
oven, true
kneaded, true
dough, true
darting, true
Creep, true
properly, true
intended, true
mind, true
Silly, true
goose, true
enough, true
thrust, true
push, true
drove, true
iron, true
bolt, true
howl, true
horribly, true
godless, true
miserably, true
burnt, true
death, true
lightning, true
cage, true
rejoice, true
embrace, true
dance, true
kiss, true
need, true
fear, true
witch's, true
chests, true
pearls, true
jewels, true
These, true
pockets, true
whatever, true
pinafore, true
hours, true
cross, true
foot, true
plank, true
bridge, true
ferry, true
duck, true
swimming, true
dost, true
thou, true
waiting, true
thee, true
There's, true
sight, true
across, true
seated, true
safely, true
seemed, true
familiar, true
length, true
afar, true
rushed, true
known, true
happy, true
hour, true
emptied, true
precious, true
handful, true
perfect, true
happiness, true
tale, true
runs, true
mouse, true
whosoever, true
catches, true
THREE, true
Rapunzel, true
wished, true
hoped, true
grant, true
desire, true
people, true
splendid, true
garden, true
seen, true
herbs, true
surrounded, true
wall, true
dared, true
because, true
belonged, true
enchantress, true
dreaded, true
world, true
planted, true
rampion, true
rapunzel, true
green, true
longed, true
pined, true
pale, true
miserable, true
alarmed, true
asked, true
ails, true
can't, true
Sooner, true
cost, true
twilight, true
clambered, true
hastily, true
clutched, true
salad, true
greedily, true
descend, true
gloom, true
therefore, true
dare, true
angry, true
thief, true
suffer, true
mercy, true
justice, true
necessity, true
felt, true
longing, true
allowed, true
anger, true
softened, true
case, true
allow, true
condition, true
treated, true
terror, true
appeared, true
name, true
twelve, true
years, true
tower, true
neither, true
stairs, true
placed, true
hair, true
magnificent, true
fine, true
spun, true
gold, true
unfastened, true
braided, true
tresses, true
wound, true
hooks, true
twenty, true
ells, true
climbed, true
After, true
year, true
pass, true
king's, true
rode, true
charming, true
solitude, true
letting, true
resound, true
climb, true
none, true
deeply, true
touched, true
thus, true
braids, true
ladder, true
mounts, true
fortune, true
grow, true
Immediately, true
beheld, true
talk, true
friend, true
stirred, true
lost, true
handsome, true
love, true
Dame, true
willingly, true
Bring, true
skein, true
silk, true
weave, true
ready, true
horse, true
agreed, true
remarked, true
Tell, true
happens, true
heavier, true
moment, true
separated, true
deceived, true
Rapunzel's, true
wrapped, true
right, true
snip, true
snap, true
lovely, true
pitiless, true
desert, true
grief, true
misery, true
cast, true
hook, true
ascended, true
instead, true
finding, true
dearest, true
gazed, true
venomous, true
looks, true
sits, true
nest, true
scratch, true
beside, true
pain, true
despair, true
leapt, true
escaped, true
life, true
thorns, true
pierced, true
wandered, true
blind, true
roots, true
naught, true
loss, true
Thus, true
roamed, true
twins, true
birth, true
wretchedness, true
towards, true
knew, true
wetted, true
kingdom, true
joyfully, true
contented, true
Book, true
Structural, true
Definitions, true
File, true
Version, true
Created, true
This, true
file, true
been, true
downloaded, true
from, true
License, true
REQUIRED, true
PACKAGES, true
Required, true
inputting, true
international, true
characters, true
Output, true
font, true
encoding, true
Libertine, true
Improves, true
character, true
word, true
spacing, true
drawing, true
custom, true
shapes, true
Color, true
used, true
title, true
page, true
setting, true
background, true
images, true
meta, true
information, true
specification, true
PAPER, true
MARGIN, true
HEADER, true
FOOTER, true
SIZES, true
Paper, true
size, true
trims, true
Left, true
right, true
margins, true
bottom, true
Header, true
footer, true
height, true
Extra, true
header, true
space, true
FOOTNOTE, true
CUSTOMIZATION, true
Font, true
settings, true
footnotes, true
Space, true
between, true
footnote, true
number, true
text, true
multiple, true
same, true
Remove, true
rule, true
above, true
first, true
body, true
FORMATS, true
Define, true
style, true
width, true
Footer, true
Pages, true
chapters, true
defined, true
PART, true
FORMAT, true
Part, true
name, true
Whitespace, true
part, true
heading, true
CHAPTER, true
before, true
chapter, true
starts, true
Chapter, true
Tufte, false
SECTION, true
Section, true
section, true
after, true
SUBSECTION, true
Subsection, true
subsection, true
SUBSUBSECTION, true
Subsubsection, true
subsubsection, true
CAPTION, true
Caption, true
QUOTATION, true
ENVIRONMENT, true
QUOTE, true
MISCELLANEOUS, true
DOCUMENT, true
SPECIFICATIONS, true
Paragraph, true
indentation, true
Fewer, true
overfull, true
lines, true
memoir, true
class, true
allows, true
somewhere, true
Tell, true
implement, true
cspell, true
words, true
Leslie, true
Lamport, true
document, true
preparation, true
system, true
typesetting, true
program, true
offers, true
programmable, true
desktop, true
publishing, true
features, true
extensive, true
facilities, true
automating, true
most, true
aspects, true
including, true
numbering, true
cross, true
referencing, true
tables, true
figures, true
page, true
layout, true
bibliographies, true
much, true
more, true
originally, true
written, true
become, true
dominant, true
method, true
using, true
people, true
write, true
plain, true
anymore, true
current, true
version, true
This, true
comment, true
shown, true
final, true
output, true
following, true
shows, true
power, true
This, true
sample, true
input, true
file, true
Version, true
August, true
character, true
causes, true
ignore, true
remaining, true
text, true
line, true
used, true
comments, true
like, true
this, true
Specifies, true
document, true
class, true
preamble, true
begins, true
here, true
Example, true
Document, true
Declares, true
document's, true
title, true
author's, true
name, true
Deleting, true
command, true
produces, true
today's, true
date, true
Defines, true
mean, true
alternative, true
definition, true
that, true
commented, true
beginning, true
Produces, true
example, true
Comparing, true
with, true
output, true
generates, true
show, true
produce, true
simple, true
your, true
Ordinary, true
Text, true
section, true
heading, true
Lower, true
level, true
sections, true
begun, true
similar, true
commands, true
ends, true
words, true
sentences, true
marked, true
spaces, true
doesn't, true
matter, true
many, true
type, true
good, true
counts, true
space, true
more, true
blank, true
lines, true
denote, true
paragraph, true
Since, true
number, true
consecutive, true
treated, true
single, true
formatting, true
makes, true
difference, true
logo, true
When, true
making, true
easy, true
read, true
possible, true
will, true
great, true
help, true
write, true
when, true
change, true
shows, true
Because, true
printing, true
different, true
from, true
typewriting, true
there, true
things, true
have, true
differently, true
preparing, true
than, true
were, true
just, true
typing, true
directly, true
Quotation, true
marks, true
handled, true
specially, true
quotes, true
within, true
separates, true
double, true
quote, true
what, true
wrote, true
Dashes, true
come, true
three, true
sizes, true
intra, true
word, true
dash, true
medium, true
ranges, true
punctuation, true
sentence, true
ending, true
should, true
larger, true
between, true
sometimes, true
special, true
conjunction, true
characters, true
right, true
following, true
Gnats, true
gnus, true
inter, true
begin, true
check, true
after, true
periods, true
reading, true
make, true
sure, true
haven't, true
forgotten, true
cases, true
Generating, true
ellipsis, true
needed, true
because, true
ignores, true
names, true
made, true
letters, true
Note, true
these, true
start, true
spacing, true
around, true
requires, true
interprets, true
some, true
common, true
must, true
generate, true
them, true
These, true
include, true
usually, true
emphasized, true
italic, true
style, true
long, true
segment, true
also, true
such, true
given, true
additional, true
emphasis, true
necessary, true
prevent, true
breaking, true
where, true
might, true
otherwise, true
Jones, true
unbreakable, true
interword, true
especially, true
symbol, true
little, true
sense, true
hyphenated, true
across, true
Footnotes, true
footnote, true
pose, true
problem, true
typesetting, true
mathematical, true
formulas, true
formula, true
ignored, true
Remember, true
letter, true
equivalent, true
denotes, true
typed, true
Displayed, true
displayed, true
indenting, true
left, true
margin, true
Quotations, true
commonly, true
There, true
short, true
quotations, true
quotation, true
consists, true
formatted, true
longer, true
ones, true
paragraphs, true
neither, true
which, true
particularly, true
interesting, true
second, true
dull, true
first, true
Another, true
frequently, true
structure, true
list, true
itemized, true
item, true
Each, true
tick, true
don't, true
worry, true
about, true
kind, true
mark, true
contains, true
another, true
nested, true
inside, true
inner, true
enumerated, true
allows, true
nest, true
lists, true
deeper, true
really, true
rest, true
outer, true
other, true
part, true
third, true
even, true
display, true
poetry, true
environment, true
verse, true
Whose, true
features, true
poets, true
stanza, true
curse, true
separate, true
stanzas, true
instead, true
Them, true
they'd, true
rather, true
forced, true
terse, true
Mathematical, true
multiline, true
require, true
instructions, true
Don't, true
equation, true
itself, true
